timestamp,model,weights,batch_size,calib_batches,img_size,w_bits,a_bits,quant_model,advanced,adv_mode,adv_steps,adv_warmup,adv_lambda,adv_prob,keep_gpu,fp32_accuracy,baseline_ptq_acc,best_alpha,num_clusters,pca_dim,best_top1_accuracy,best_top5_accuracy,improvement_over_baseline,improvement_over_fp32
20250818_164210,regnet_x_3_2gf,DEFAULT,64,32,224,2,2,fixed,True,adaround,20000,0.2,0.01,1.0,False,81.18,0.11,0.8,8,25,0.122,0.518,0.011999999999999997,-81.058
20250818_164210,regnet_x_3_2gf,DEFAULT,64,32,224,2,2,fixed,True,adaround,20000,0.2,0.01,1.0,False,81.18,0.11,1.0,8,50,0.124,0.568,0.013999999999999999,-81.05600000000001
20250818_164210,regnet_x_3_2gf,DEFAULT,64,32,224,2,2,fixed,True,adaround,20000,0.2,0.01,1.0,False,81.18,0.11,0.8,8,100,0.118,0.524,0.007999999999999993,-81.06200000000001
20250818_164210,regnet_x_3_2gf,DEFAULT,64,32,224,2,2,fixed,True,adaround,20000,0.2,0.01,1.0,False,81.18,0.11,1.0,16,25,0.152,0.61,0.041999999999999996,-81.028
20250818_164210,regnet_x_3_2gf,DEFAULT,64,32,224,2,2,fixed,True,adaround,20000,0.2,0.01,1.0,False,81.18,0.11,0.8,16,50,0.12,0.562,0.009999999999999995,-81.06
20250818_164210,regnet_x_3_2gf,DEFAULT,64,32,224,2,2,fixed,True,adaround,20000,0.2,0.01,1.0,False,81.18,0.11,1.0,16,100,0.128,0.556,0.018000000000000002,-81.052
20250818_164210,regnet_x_3_2gf,DEFAULT,64,32,224,2,2,fixed,True,adaround,20000,0.2,0.01,1.0,False,81.18,0.11,0.8,32,25,0.118,0.53,0.007999999999999993,-81.06200000000001
20250818_164210,regnet_x_3_2gf,DEFAULT,64,32,224,2,2,fixed,True,adaround,20000,0.2,0.01,1.0,False,81.18,0.11,0.8,32,50,0.132,0.588,0.022000000000000006,-81.048
20250818_164210,regnet_x_3_2gf,DEFAULT,64,32,224,2,2,fixed,True,adaround,20000,0.2,0.01,1.0,False,81.18,0.11,0.2,32,100,0.11,0.506,0.0,-81.07000000000001
20250818_164210,regnet_x_3_2gf,DEFAULT,64,32,224,2,2,fixed,True,adaround,20000,0.2,0.01,1.0,False,81.18,0.11,0.8,64,25,0.112,0.578,0.0020000000000000018,-81.06800000000001
20250818_164210,regnet_x_3_2gf,DEFAULT,64,32,224,2,2,fixed,True,adaround,20000,0.2,0.01,1.0,False,81.18,0.11,0.2,64,50,0.112,0.502,0.0020000000000000018,-81.06800000000001
20250818_164210,regnet_x_3_2gf,DEFAULT,64,32,224,2,2,fixed,True,adaround,20000,0.2,0.01,1.0,False,81.18,0.11,1.0,64,100,0.112,0.524,0.0020000000000000018,-81.06800000000001
