timestamp,model,weights,batch_size,calib_batches,img_size,w_bits,a_bits,quant_model,advanced,adv_mode,adv_steps,adv_warmup,adv_lambda,adv_prob,keep_gpu,fp32_accuracy,baseline_ptq_acc,best_alpha,num_clusters,pca_dim,best_top1_accuracy,best_top5_accuracy,improvement_over_baseline,improvement_over_fp32
20250818_194016,mobilenet_v2,DEFAULT,64,32,224,2,4,fixed,True,qdrop,20000,0.2,0.01,1.0,False,72.152,0.832,0.8,8,25,1.054,3.572,0.2220000000000001,-71.098
20250818_194016,mobilenet_v2,DEFAULT,64,32,224,2,4,fixed,True,qdrop,20000,0.2,0.01,1.0,False,72.152,0.832,0.8,8,50,1.098,3.656,0.2660000000000001,-71.054
20250818_194016,mobilenet_v2,DEFAULT,64,32,224,2,4,fixed,True,qdrop,20000,0.2,0.01,1.0,False,72.152,0.832,0.8,8,100,1.07,3.678,0.2380000000000001,-71.08200000000001
20250818_194016,mobilenet_v2,DEFAULT,64,32,224,2,4,fixed,True,qdrop,20000,0.2,0.01,1.0,False,72.152,0.832,0.8,16,25,0.99,3.58,0.15800000000000003,-71.162
20250818_194016,mobilenet_v2,DEFAULT,64,32,224,2,4,fixed,True,qdrop,20000,0.2,0.01,1.0,False,72.152,0.832,0.6,16,50,0.974,3.208,0.14200000000000002,-71.178
20250818_194016,mobilenet_v2,DEFAULT,64,32,224,2,4,fixed,True,qdrop,20000,0.2,0.01,1.0,False,72.152,0.832,0.8,16,100,1.036,3.686,0.20400000000000007,-71.116
20250818_194016,mobilenet_v2,DEFAULT,64,32,224,2,4,fixed,True,qdrop,20000,0.2,0.01,1.0,False,72.152,0.832,0.6,32,25,0.98,3.208,0.14800000000000002,-71.172
20250818_194016,mobilenet_v2,DEFAULT,64,32,224,2,4,fixed,True,qdrop,20000,0.2,0.01,1.0,False,72.152,0.832,0.6,32,50,0.978,3.294,0.14600000000000002,-71.174
20250818_194016,mobilenet_v2,DEFAULT,64,32,224,2,4,fixed,True,qdrop,20000,0.2,0.01,1.0,False,72.152,0.832,0.6,32,100,0.898,3.266,0.06600000000000006,-71.254
20250818_194016,mobilenet_v2,DEFAULT,64,32,224,2,4,fixed,True,qdrop,20000,0.2,0.01,1.0,False,72.152,0.832,0.4,64,25,0.876,2.836,0.04400000000000004,-71.276
20250818_194016,mobilenet_v2,DEFAULT,64,32,224,2,4,fixed,True,qdrop,20000,0.2,0.01,1.0,False,72.152,0.832,0.2,64,50,0.778,2.482,-0.05399999999999994,-71.374
20250818_194016,mobilenet_v2,DEFAULT,64,32,224,2,4,fixed,True,qdrop,20000,0.2,0.01,1.0,False,72.152,0.832,0.2,64,100,0.85,2.626,0.018000000000000016,-71.302
