timestamp,model,weights,batch_size,calib_batches,img_size,w_bits,a_bits,quant_model,advanced,adv_mode,adv_steps,adv_warmup,adv_lambda,adv_prob,keep_gpu,fp32_accuracy,baseline_ptq_acc,best_alpha,num_clusters,pca_dim,best_top1_accuracy,best_top5_accuracy,improvement_over_baseline,improvement_over_fp32
20250818_124607,resnet18,DEFAULT,64,32,224,2,2,fixed,True,adaround,20000,0.2,0.01,1.0,False,69.762,2.59,0.2,8,25,2.566,3.802,-0.02400000000000002,-67.196
20250818_124607,resnet18,DEFAULT,64,32,224,2,2,fixed,True,adaround,20000,0.2,0.01,1.0,False,69.762,2.59,0.2,8,50,2.576,3.798,-0.01399999999999979,-67.186
20250818_124607,resnet18,DEFAULT,64,32,224,2,2,fixed,True,adaround,20000,0.2,0.01,1.0,False,69.762,2.59,0.2,8,100,2.57,3.796,-0.020000000000000018,-67.19200000000001
20250818_124607,resnet18,DEFAULT,64,32,224,2,2,fixed,True,adaround,20000,0.2,0.01,1.0,False,69.762,2.59,0.2,16,25,2.568,3.794,-0.021999999999999797,-67.194
20250818_124607,resnet18,DEFAULT,64,32,224,2,2,fixed,True,adaround,20000,0.2,0.01,1.0,False,69.762,2.59,0.2,16,50,2.564,3.81,-0.0259999999999998,-67.19800000000001
20250818_124607,resnet18,DEFAULT,64,32,224,2,2,fixed,True,adaround,20000,0.2,0.01,1.0,False,69.762,2.59,0.2,16,100,2.58,3.804,-0.009999999999999787,-67.182
20250818_124607,resnet18,DEFAULT,64,32,224,2,2,fixed,True,adaround,20000,0.2,0.01,1.0,False,69.762,2.59,0.2,32,25,2.518,3.766,-0.07200000000000006,-67.244
20250818_124607,resnet18,DEFAULT,64,32,224,2,2,fixed,True,adaround,20000,0.2,0.01,1.0,False,69.762,2.59,0.2,32,50,2.432,3.696,-0.15799999999999992,-67.33
20250818_124607,resnet18,DEFAULT,64,32,224,2,2,fixed,True,adaround,20000,0.2,0.01,1.0,False,69.762,2.59,0.2,32,100,2.488,3.764,-0.10199999999999987,-67.274
20250818_124607,resnet18,DEFAULT,64,32,224,2,2,fixed,True,adaround,20000,0.2,0.01,1.0,False,69.762,2.59,0.2,64,25,2.274,3.668,-0.31599999999999984,-67.488
20250818_124607,resnet18,DEFAULT,64,32,224,2,2,fixed,True,adaround,20000,0.2,0.01,1.0,False,69.762,2.59,0.2,64,50,2.354,3.652,-0.23599999999999977,-67.408
20250818_124607,resnet18,DEFAULT,64,32,224,2,2,fixed,True,adaround,20000,0.2,0.01,1.0,False,69.762,2.59,0.2,64,100,2.218,3.486,-0.3719999999999999,-67.544
