timestamp,model,weights,batch_size,calib_batches,img_size,w_bits,a_bits,quant_model,advanced,adv_mode,adv_steps,adv_warmup,adv_lambda,adv_prob,keep_gpu,fp32_accuracy,baseline_ptq_acc,alpha,num_clusters,pca_dim,top1_accuracy,top5_accuracy,extract_logits,logits_batches
20250818_124138,mobilenet_v2,DEFAULT,64,32,224,2,2,lsq,True,qdrop,20000,0.2,0.01,1.0,False,72.152,0.21,0.2,8,25,0.22,0.98,True,10
20250818_124138,mobilenet_v2,DEFAULT,64,32,224,2,2,lsq,True,qdrop,20000,0.2,0.01,1.0,False,72.152,0.21,0.2,8,50,0.212,0.974,True,10
20250818_124138,mobilenet_v2,DEFAULT,64,32,224,2,2,lsq,True,qdrop,20000,0.2,0.01,1.0,False,72.152,0.21,0.2,8,100,0.218,0.958,True,10
20250818_124138,mobilenet_v2,DEFAULT,64,32,224,2,2,lsq,True,qdrop,20000,0.2,0.01,1.0,False,72.152,0.21,0.2,16,25,0.222,0.978,True,10
20250818_124138,mobilenet_v2,DEFAULT,64,32,224,2,2,lsq,True,qdrop,20000,0.2,0.01,1.0,False,72.152,0.21,0.2,16,50,0.224,0.968,True,10
20250818_124138,mobilenet_v2,DEFAULT,64,32,224,2,2,lsq,True,qdrop,20000,0.2,0.01,1.0,False,72.152,0.21,0.2,16,100,0.208,0.928,True,10
20250818_124138,mobilenet_v2,DEFAULT,64,32,224,2,2,lsq,True,qdrop,20000,0.2,0.01,1.0,False,72.152,0.21,0.2,32,25,0.226,0.984,True,10
20250818_124138,mobilenet_v2,DEFAULT,64,32,224,2,2,lsq,True,qdrop,20000,0.2,0.01,1.0,False,72.152,0.21,0.2,32,50,0.226,0.986,True,10
20250818_124138,mobilenet_v2,DEFAULT,64,32,224,2,2,lsq,True,qdrop,20000,0.2,0.01,1.0,False,72.152,0.21,0.2,32,100,0.212,1.004,True,10
20250818_124138,mobilenet_v2,DEFAULT,64,32,224,2,2,lsq,True,qdrop,20000,0.2,0.01,1.0,False,72.152,0.21,0.2,64,25,0.184,0.936,True,10
20250818_124138,mobilenet_v2,DEFAULT,64,32,224,2,2,lsq,True,qdrop,20000,0.2,0.01,1.0,False,72.152,0.21,0.2,64,50,0.206,0.948,True,10
20250818_124138,mobilenet_v2,DEFAULT,64,32,224,2,2,lsq,True,qdrop,20000,0.2,0.01,1.0,False,72.152,0.21,0.2,64,100,0.23,0.966,True,10
20250818_124138,mobilenet_v2,DEFAULT,64,32,224,2,2,lsq,True,qdrop,20000,0.2,0.01,1.0,False,72.152,0.21,0.4,8,25,0.248,1.036,True,10
