timestamp,model,weights,batch_size,calib_batches,img_size,w_bits,a_bits,quant_model,advanced,adv_mode,adv_steps,adv_warmup,adv_lambda,adv_prob,keep_gpu,fp32_accuracy,baseline_ptq_acc,best_alpha,num_clusters,pca_dim,best_top1_accuracy,best_top5_accuracy,improvement_over_baseline,improvement_over_fp32
20250817_173530,mnasnet0_5,DEFAULT,64,32,224,8,8,learnable,True,adaround,20000,0.2,0.01,1.0,False,67.764,66.094,0.4,8,25,66.142,86.562,0.04800000000000182,-1.6219999999999999
20250817_173530,mnasnet0_5,DEFAULT,64,32,224,8,8,learnable,True,adaround,20000,0.2,0.01,1.0,False,67.764,66.094,0.2,8,50,66.094,86.57,0.0,-1.6700000000000017
20250817_173530,mnasnet0_5,DEFAULT,64,32,224,8,8,learnable,True,adaround,20000,0.2,0.01,1.0,False,67.764,66.094,0.4,8,100,66.176,86.59,0.08200000000000784,-1.5879999999999939
20250817_173530,mnasnet0_5,DEFAULT,64,32,224,8,8,learnable,True,adaround,20000,0.2,0.01,1.0,False,67.764,66.094,0.2,16,25,66.164,86.572,0.07000000000000739,-1.5999999999999943
20250817_173530,mnasnet0_5,DEFAULT,64,32,224,8,8,learnable,True,adaround,20000,0.2,0.01,1.0,False,67.764,66.094,0.2,16,50,66.152,86.584,0.058000000000006935,-1.6119999999999948
20250817_173530,mnasnet0_5,DEFAULT,64,32,224,8,8,learnable,True,adaround,20000,0.2,0.01,1.0,False,67.764,66.094,0.2,16,100,66.124,86.608,0.030000000000001137,-1.6400000000000006
20250817_173530,mnasnet0_5,DEFAULT,64,32,224,8,8,learnable,True,adaround,20000,0.2,0.01,1.0,False,67.764,66.094,0.2,32,25,66.152,86.59,0.058000000000006935,-1.6119999999999948
20250817_173530,mnasnet0_5,DEFAULT,64,32,224,8,8,learnable,True,adaround,20000,0.2,0.01,1.0,False,67.764,66.094,0.2,32,50,66.16,86.606,0.0660000000000025,-1.6039999999999992
20250817_173530,mnasnet0_5,DEFAULT,64,32,224,8,8,learnable,True,adaround,20000,0.2,0.01,1.0,False,67.764,66.094,0.2,32,100,66.13,86.598,0.036000000000001364,-1.6340000000000003
20250817_173530,mnasnet0_5,DEFAULT,64,32,224,8,8,learnable,True,adaround,20000,0.2,0.01,1.0,False,67.764,66.094,0.2,64,25,65.624,86.438,-0.46999999999999886,-2.1400000000000006
20250817_173530,mnasnet0_5,DEFAULT,64,32,224,8,8,learnable,True,adaround,20000,0.2,0.01,1.0,False,67.764,66.094,0.2,64,50,65.652,86.354,-0.44199999999999307,-2.1119999999999948
20250817_173530,mnasnet0_5,DEFAULT,64,32,224,8,8,learnable,True,adaround,20000,0.2,0.01,1.0,False,67.764,66.094,0.2,64,100,65.898,86.448,-0.19599999999999795,-1.8659999999999997
