timestamp,model,weights,batch_size,calib_batches,img_size,w_bits,a_bits,quant_model,advanced,adv_mode,adv_steps,adv_warmup,adv_lambda,adv_prob,keep_gpu,fp32_accuracy,baseline_ptq_acc,best_alpha,num_clusters,pca_dim,best_top1_accuracy,best_top5_accuracy,improvement_over_baseline,improvement_over_fp32
20250818_131213,mnasnet0_5,DEFAULT,64,32,224,4,2,lsq,True,adaround,20000,0.2,0.01,1.0,False,67.764,0.154,0.2,8,25,0.148,0.75,-0.006000000000000005,-67.616
20250818_131213,mnasnet0_5,DEFAULT,64,32,224,4,2,lsq,True,adaround,20000,0.2,0.01,1.0,False,67.764,0.154,0.2,8,50,0.148,0.752,-0.006000000000000005,-67.616
20250818_131213,mnasnet0_5,DEFAULT,64,32,224,4,2,lsq,True,adaround,20000,0.2,0.01,1.0,False,67.764,0.154,0.2,8,100,0.154,0.752,0.0,-67.61
20250818_131213,mnasnet0_5,DEFAULT,64,32,224,4,2,lsq,True,adaround,20000,0.2,0.01,1.0,False,67.764,0.154,0.4,16,25,0.148,0.676,-0.006000000000000005,-67.616
20250818_131213,mnasnet0_5,DEFAULT,64,32,224,4,2,lsq,True,adaround,20000,0.2,0.01,1.0,False,67.764,0.154,0.2,16,50,0.154,0.758,0.0,-67.61
20250818_131213,mnasnet0_5,DEFAULT,64,32,224,4,2,lsq,True,adaround,20000,0.2,0.01,1.0,False,67.764,0.154,0.2,16,100,0.15,0.766,-0.0040000000000000036,-67.61399999999999
20250818_131213,mnasnet0_5,DEFAULT,64,32,224,4,2,lsq,True,adaround,20000,0.2,0.01,1.0,False,67.764,0.154,0.2,32,25,0.156,0.774,0.0020000000000000018,-67.60799999999999
20250818_131213,mnasnet0_5,DEFAULT,64,32,224,4,2,lsq,True,adaround,20000,0.2,0.01,1.0,False,67.764,0.154,0.2,32,50,0.148,0.782,-0.006000000000000005,-67.616
20250818_131213,mnasnet0_5,DEFAULT,64,32,224,4,2,lsq,True,adaround,20000,0.2,0.01,1.0,False,67.764,0.154,0.2,32,100,0.172,0.742,0.017999999999999988,-67.592
20250818_131213,mnasnet0_5,DEFAULT,64,32,224,4,2,lsq,True,adaround,20000,0.2,0.01,1.0,False,67.764,0.154,0.2,64,25,0.15,0.736,-0.0040000000000000036,-67.61399999999999
20250818_131213,mnasnet0_5,DEFAULT,64,32,224,4,2,lsq,True,adaround,20000,0.2,0.01,1.0,False,67.764,0.154,0.2,64,50,0.174,0.74,0.01999999999999999,-67.58999999999999
20250818_131213,mnasnet0_5,DEFAULT,64,32,224,4,2,lsq,True,adaround,20000,0.2,0.01,1.0,False,67.764,0.154,0.6,64,100,0.158,0.686,0.0040000000000000036,-67.606
