timestamp,model,weights,batch_size,calib_batches,img_size,w_bits,a_bits,quant_model,advanced,adv_mode,adv_steps,adv_warmup,adv_lambda,adv_prob,keep_gpu,fp32_accuracy,baseline_ptq_acc,best_alpha,num_clusters,pca_dim,best_top1_accuracy,best_top5_accuracy,improvement_over_baseline,improvement_over_fp32
20250818_183045,regnet_x_3_2gf,DEFAULT,64,32,224,4,2,fixed,True,adaround,20000,0.2,0.01,1.0,False,81.18,0.14,0.2,8,25,0.146,0.576,0.005999999999999978,-81.034
20250818_183045,regnet_x_3_2gf,DEFAULT,64,32,224,4,2,fixed,True,adaround,20000,0.2,0.01,1.0,False,81.18,0.14,0.4,8,50,0.146,0.59,0.005999999999999978,-81.034
20250818_183045,regnet_x_3_2gf,DEFAULT,64,32,224,4,2,fixed,True,adaround,20000,0.2,0.01,1.0,False,81.18,0.14,0.4,8,100,0.134,0.592,-0.006000000000000005,-81.046
20250818_183045,regnet_x_3_2gf,DEFAULT,64,32,224,4,2,fixed,True,adaround,20000,0.2,0.01,1.0,False,81.18,0.14,0.2,16,25,0.136,0.57,-0.0040000000000000036,-81.04400000000001
20250818_183045,regnet_x_3_2gf,DEFAULT,64,32,224,4,2,fixed,True,adaround,20000,0.2,0.01,1.0,False,81.18,0.14,0.2,16,50,0.134,0.594,-0.006000000000000005,-81.046
20250818_183045,regnet_x_3_2gf,DEFAULT,64,32,224,4,2,fixed,True,adaround,20000,0.2,0.01,1.0,False,81.18,0.14,0.4,16,100,0.148,0.614,0.00799999999999998,-81.03200000000001
20250818_183045,regnet_x_3_2gf,DEFAULT,64,32,224,4,2,fixed,True,adaround,20000,0.2,0.01,1.0,False,81.18,0.14,0.2,32,25,0.134,0.55,-0.006000000000000005,-81.046
20250818_183045,regnet_x_3_2gf,DEFAULT,64,32,224,4,2,fixed,True,adaround,20000,0.2,0.01,1.0,False,81.18,0.14,0.2,32,50,0.146,0.592,0.005999999999999978,-81.034
20250818_183045,regnet_x_3_2gf,DEFAULT,64,32,224,4,2,fixed,True,adaround,20000,0.2,0.01,1.0,False,81.18,0.14,0.2,32,100,0.13,0.57,-0.010000000000000009,-81.05000000000001
20250818_183045,regnet_x_3_2gf,DEFAULT,64,32,224,4,2,fixed,True,adaround,20000,0.2,0.01,1.0,False,81.18,0.14,0.2,64,25,0.14,0.61,0.0,-81.04
20250818_183045,regnet_x_3_2gf,DEFAULT,64,32,224,4,2,fixed,True,adaround,20000,0.2,0.01,1.0,False,81.18,0.14,0.2,64,50,0.142,0.594,0.001999999999999974,-81.03800000000001
20250818_183045,regnet_x_3_2gf,DEFAULT,64,32,224,4,2,fixed,True,adaround,20000,0.2,0.01,1.0,False,81.18,0.14,0.2,64,100,0.144,0.576,0.003999999999999976,-81.036
