timestamp,model,weights,batch_size,calib_batches,img_size,w_bits,a_bits,quant_model,advanced,adv_mode,adv_steps,adv_warmup,adv_lambda,adv_prob,keep_gpu,fp32_accuracy,baseline_ptq_acc,best_alpha,num_clusters,pca_dim,best_top1_accuracy,best_top5_accuracy,improvement_over_baseline,improvement_over_fp32
20250818_202622,regnet_x_3_2gf,DEFAULT,64,32,224,2,4,fixed,True,qdrop,20000,0.2,0.01,1.0,False,81.18,0.11,1.0,8,25,0.216,0.786,0.106,-80.96400000000001
20250818_202622,regnet_x_3_2gf,DEFAULT,64,32,224,2,4,fixed,True,qdrop,20000,0.2,0.01,1.0,False,81.18,0.11,1.0,8,50,0.198,0.7,0.08800000000000001,-80.98200000000001
20250818_202622,regnet_x_3_2gf,DEFAULT,64,32,224,2,4,fixed,True,qdrop,20000,0.2,0.01,1.0,False,81.18,0.11,1.0,8,100,0.184,0.78,0.074,-80.99600000000001
20250818_202622,regnet_x_3_2gf,DEFAULT,64,32,224,2,4,fixed,True,qdrop,20000,0.2,0.01,1.0,False,81.18,0.11,1.0,16,25,0.196,0.77,0.08600000000000001,-80.98400000000001
20250818_202622,regnet_x_3_2gf,DEFAULT,64,32,224,2,4,fixed,True,qdrop,20000,0.2,0.01,1.0,False,81.18,0.11,1.0,16,50,0.158,0.706,0.048,-81.022
20250818_202622,regnet_x_3_2gf,DEFAULT,64,32,224,2,4,fixed,True,qdrop,20000,0.2,0.01,1.0,False,81.18,0.11,1.0,16,100,0.156,0.742,0.046,-81.024
20250818_202622,regnet_x_3_2gf,DEFAULT,64,32,224,2,4,fixed,True,qdrop,20000,0.2,0.01,1.0,False,81.18,0.11,0.8,32,25,0.172,0.674,0.061999999999999986,-81.00800000000001
20250818_202622,regnet_x_3_2gf,DEFAULT,64,32,224,2,4,fixed,True,qdrop,20000,0.2,0.01,1.0,False,81.18,0.11,1.0,32,50,0.144,0.708,0.03399999999999999,-81.036
20250818_202622,regnet_x_3_2gf,DEFAULT,64,32,224,2,4,fixed,True,qdrop,20000,0.2,0.01,1.0,False,81.18,0.11,1.0,32,100,0.158,0.72,0.048,-81.022
20250818_202622,regnet_x_3_2gf,DEFAULT,64,32,224,2,4,fixed,True,qdrop,20000,0.2,0.01,1.0,False,81.18,0.11,1.0,64,25,0.148,0.606,0.03799999999999999,-81.03200000000001
20250818_202622,regnet_x_3_2gf,DEFAULT,64,32,224,2,4,fixed,True,qdrop,20000,0.2,0.01,1.0,False,81.18,0.11,1.0,64,50,0.166,0.82,0.05600000000000001,-81.01400000000001
20250818_202622,regnet_x_3_2gf,DEFAULT,64,32,224,2,4,fixed,True,qdrop,20000,0.2,0.01,1.0,False,81.18,0.11,1.0,64,100,0.172,0.782,0.061999999999999986,-81.00800000000001
