timestamp,model,weights,batch_size,calib_batches,img_size,w_bits,a_bits,quant_model,advanced,adv_mode,adv_steps,adv_warmup,adv_lambda,adv_prob,keep_gpu,fp32_accuracy,baseline_ptq_acc,best_alpha,num_clusters,pca_dim,best_top1_accuracy,best_top5_accuracy,improvement_over_baseline,improvement_over_fp32
20250818_165546,regnet_x_3_2gf,DEFAULT,64,32,224,2,2,fixed,True,qdrop,20000,0.2,0.01,1.0,False,81.18,0.116,0.8,8,25,0.116,0.524,0.0,-81.06400000000001
20250818_165546,regnet_x_3_2gf,DEFAULT,64,32,224,2,2,fixed,True,qdrop,20000,0.2,0.01,1.0,False,81.18,0.116,0.4,8,50,0.12,0.534,0.00399999999999999,-81.06
20250818_165546,regnet_x_3_2gf,DEFAULT,64,32,224,2,2,fixed,True,qdrop,20000,0.2,0.01,1.0,False,81.18,0.116,1.0,8,100,0.126,0.526,0.009999999999999995,-81.054
20250818_165546,regnet_x_3_2gf,DEFAULT,64,32,224,2,2,fixed,True,qdrop,20000,0.2,0.01,1.0,False,81.18,0.116,0.8,16,25,0.136,0.502,0.020000000000000004,-81.04400000000001
20250818_165546,regnet_x_3_2gf,DEFAULT,64,32,224,2,2,fixed,True,qdrop,20000,0.2,0.01,1.0,False,81.18,0.116,0.4,16,50,0.122,0.526,0.0059999999999999915,-81.058
20250818_165546,regnet_x_3_2gf,DEFAULT,64,32,224,2,2,fixed,True,qdrop,20000,0.2,0.01,1.0,False,81.18,0.116,1.0,16,100,0.128,0.52,0.011999999999999997,-81.052
20250818_165546,regnet_x_3_2gf,DEFAULT,64,32,224,2,2,fixed,True,qdrop,20000,0.2,0.01,1.0,False,81.18,0.116,0.2,32,25,0.118,0.534,0.001999999999999988,-81.06200000000001
20250818_165546,regnet_x_3_2gf,DEFAULT,64,32,224,2,2,fixed,True,qdrop,20000,0.2,0.01,1.0,False,81.18,0.116,0.2,32,50,0.116,0.54,0.0,-81.06400000000001
20250818_165546,regnet_x_3_2gf,DEFAULT,64,32,224,2,2,fixed,True,qdrop,20000,0.2,0.01,1.0,False,81.18,0.116,1.0,32,100,0.132,0.48,0.016,-81.048
20250818_165546,regnet_x_3_2gf,DEFAULT,64,32,224,2,2,fixed,True,qdrop,20000,0.2,0.01,1.0,False,81.18,0.116,0.2,64,25,0.122,0.53,0.0059999999999999915,-81.058
20250818_165546,regnet_x_3_2gf,DEFAULT,64,32,224,2,2,fixed,True,qdrop,20000,0.2,0.01,1.0,False,81.18,0.116,0.2,64,50,0.118,0.538,0.001999999999999988,-81.06200000000001
20250818_165546,regnet_x_3_2gf,DEFAULT,64,32,224,2,2,fixed,True,qdrop,20000,0.2,0.01,1.0,False,81.18,0.116,1.0,64,100,0.126,0.574,0.009999999999999995,-81.054
