timestamp,model,weights,batch_size,calib_batches,img_size,w_bits,a_bits,quant_model,advanced,adv_mode,adv_steps,adv_warmup,adv_lambda,adv_prob,keep_gpu,fp32_accuracy,baseline_ptq_acc,best_alpha,num_clusters,pca_dim,best_top1_accuracy,best_top5_accuracy,improvement_over_baseline,improvement_over_fp32
20250818_124544,resnet18,DEFAULT,64,32,224,2,4,fixed,True,adaround,20000,0.2,0.01,1.0,False,69.762,18.284,0.4,8,25,21.804,43.218,3.5199999999999996,-47.958
20250818_124544,resnet18,DEFAULT,64,32,224,2,4,fixed,True,adaround,20000,0.2,0.01,1.0,False,69.762,18.284,0.4,8,50,21.87,43.432,3.586000000000002,-47.891999999999996
20250818_124544,resnet18,DEFAULT,64,32,224,2,4,fixed,True,adaround,20000,0.2,0.01,1.0,False,69.762,18.284,0.4,8,100,21.782,43.26,3.498000000000001,-47.980000000000004
20250818_124544,resnet18,DEFAULT,64,32,224,2,4,fixed,True,adaround,20000,0.2,0.01,1.0,False,69.762,18.284,0.4,16,25,21.832,43.204,3.548000000000002,-47.93
20250818_124544,resnet18,DEFAULT,64,32,224,2,4,fixed,True,adaround,20000,0.2,0.01,1.0,False,69.762,18.284,0.4,16,50,21.768,43.382,3.4840000000000018,-47.994
20250818_124544,resnet18,DEFAULT,64,32,224,2,4,fixed,True,adaround,20000,0.2,0.01,1.0,False,69.762,18.284,0.4,16,100,21.518,42.762,3.2340000000000018,-48.244
20250818_124544,resnet18,DEFAULT,64,32,224,2,4,fixed,True,adaround,20000,0.2,0.01,1.0,False,69.762,18.284,0.2,32,25,20.7,41.302,2.4160000000000004,-49.062
20250818_124544,resnet18,DEFAULT,64,32,224,2,4,fixed,True,adaround,20000,0.2,0.01,1.0,False,69.762,18.284,0.4,32,50,20.682,42.264,2.3979999999999997,-49.08
20250818_124544,resnet18,DEFAULT,64,32,224,2,4,fixed,True,adaround,20000,0.2,0.01,1.0,False,69.762,18.284,0.4,32,100,20.662,42.412,2.378,-49.1
20250818_124544,resnet18,DEFAULT,64,32,224,2,4,fixed,True,adaround,20000,0.2,0.01,1.0,False,69.762,18.284,0.2,64,25,20.004,40.696,1.7200000000000024,-49.757999999999996
20250818_124544,resnet18,DEFAULT,64,32,224,2,4,fixed,True,adaround,20000,0.2,0.01,1.0,False,69.762,18.284,0.2,64,50,19.956,40.87,1.6720000000000006,-49.806
20250818_124544,resnet18,DEFAULT,64,32,224,2,4,fixed,True,adaround,20000,0.2,0.01,1.0,False,69.762,18.284,0.2,64,100,19.728,40.668,1.4440000000000026,-50.034
