timestamp,model,weights,batch_size,calib_batches,img_size,w_bits,a_bits,quant_model,advanced,adv_mode,adv_steps,adv_warmup,adv_lambda,adv_prob,keep_gpu,fp32_accuracy,baseline_ptq_acc,best_alpha,num_clusters,pca_dim,best_top1_accuracy,best_top5_accuracy,improvement_over_baseline,improvement_over_fp32
20250818_182145,mobilenet_v2,DEFAULT,64,32,224,4,2,fixed,True,qdrop,20000,0.2,0.01,1.0,False,72.152,0.3,0.2,8,25,0.272,1.116,-0.02799999999999997,-71.88
20250818_182145,mobilenet_v2,DEFAULT,64,32,224,4,2,fixed,True,qdrop,20000,0.2,0.01,1.0,False,72.152,0.3,0.2,8,50,0.304,1.122,0.0040000000000000036,-71.848
20250818_182145,mobilenet_v2,DEFAULT,64,32,224,4,2,fixed,True,qdrop,20000,0.2,0.01,1.0,False,72.152,0.3,0.2,8,100,0.298,1.106,-0.0020000000000000018,-71.854
20250818_182145,mobilenet_v2,DEFAULT,64,32,224,4,2,fixed,True,qdrop,20000,0.2,0.01,1.0,False,72.152,0.3,0.2,16,25,0.3,1.056,0.0,-71.852
20250818_182145,mobilenet_v2,DEFAULT,64,32,224,4,2,fixed,True,qdrop,20000,0.2,0.01,1.0,False,72.152,0.3,0.2,16,50,0.288,1.078,-0.01200000000000001,-71.864
20250818_182145,mobilenet_v2,DEFAULT,64,32,224,4,2,fixed,True,qdrop,20000,0.2,0.01,1.0,False,72.152,0.3,0.2,16,100,0.302,1.082,0.0020000000000000018,-71.85
20250818_182145,mobilenet_v2,DEFAULT,64,32,224,4,2,fixed,True,qdrop,20000,0.2,0.01,1.0,False,72.152,0.3,0.2,32,25,0.306,1.076,0.006000000000000005,-71.846
20250818_182145,mobilenet_v2,DEFAULT,64,32,224,4,2,fixed,True,qdrop,20000,0.2,0.01,1.0,False,72.152,0.3,0.2,32,50,0.31,1.048,0.010000000000000009,-71.842
20250818_182145,mobilenet_v2,DEFAULT,64,32,224,4,2,fixed,True,qdrop,20000,0.2,0.01,1.0,False,72.152,0.3,0.2,32,100,0.264,1.08,-0.035999999999999976,-71.888
20250818_182145,mobilenet_v2,DEFAULT,64,32,224,4,2,fixed,True,qdrop,20000,0.2,0.01,1.0,False,72.152,0.3,0.2,64,25,0.28,1.032,-0.019999999999999962,-71.872
20250818_182145,mobilenet_v2,DEFAULT,64,32,224,4,2,fixed,True,qdrop,20000,0.2,0.01,1.0,False,72.152,0.3,0.2,64,50,0.274,1.024,-0.025999999999999968,-71.878
20250818_182145,mobilenet_v2,DEFAULT,64,32,224,4,2,fixed,True,qdrop,20000,0.2,0.01,1.0,False,72.152,0.3,0.2,64,100,0.286,1.094,-0.014000000000000012,-71.866
