timestamp,model,weights,batch_size,calib_batches,img_size,w_bits,a_bits,quant_model,advanced,adv_mode,adv_steps,adv_warmup,adv_lambda,adv_prob,keep_gpu,fp32_accuracy,baseline_ptq_acc,best_alpha,num_clusters,pca_dim,best_top1_accuracy,best_top5_accuracy,improvement_over_baseline,improvement_over_fp32
20250818_105146,mobilenet_v2,DEFAULT,64,32,224,2,4,fixed,True,adaround,20000,0.2,0.01,1.0,False,72.152,0.36,0.8,8,25,0.7,2.858,0.33999999999999997,-71.452
20250818_105146,mobilenet_v2,DEFAULT,64,32,224,2,4,fixed,True,adaround,20000,0.2,0.01,1.0,False,72.152,0.36,0.8,8,50,0.656,2.564,0.29600000000000004,-71.496
20250818_105146,mobilenet_v2,DEFAULT,64,32,224,2,4,fixed,True,adaround,20000,0.2,0.01,1.0,False,72.152,0.36,0.8,8,100,0.636,2.51,0.276,-71.516
20250818_105146,mobilenet_v2,DEFAULT,64,32,224,2,4,fixed,True,adaround,20000,0.2,0.01,1.0,False,72.152,0.36,0.8,16,25,0.738,2.836,0.378,-71.414
20250818_105146,mobilenet_v2,DEFAULT,64,32,224,2,4,fixed,True,adaround,20000,0.2,0.01,1.0,False,72.152,0.36,0.8,16,50,0.644,2.55,0.28400000000000003,-71.508
20250818_105146,mobilenet_v2,DEFAULT,64,32,224,2,4,fixed,True,adaround,20000,0.2,0.01,1.0,False,72.152,0.36,0.8,16,100,0.696,2.644,0.33599999999999997,-71.456
20250818_105146,mobilenet_v2,DEFAULT,64,32,224,2,4,fixed,True,adaround,20000,0.2,0.01,1.0,False,72.152,0.36,0.8,32,25,0.688,2.674,0.32799999999999996,-71.464
20250818_105146,mobilenet_v2,DEFAULT,64,32,224,2,4,fixed,True,adaround,20000,0.2,0.01,1.0,False,72.152,0.36,0.8,32,50,0.73,2.884,0.37,-71.422
20250818_105146,mobilenet_v2,DEFAULT,64,32,224,2,4,fixed,True,adaround,20000,0.2,0.01,1.0,False,72.152,0.36,0.8,32,100,0.702,2.728,0.34199999999999997,-71.45
20250818_105146,mobilenet_v2,DEFAULT,64,32,224,2,4,fixed,True,adaround,20000,0.2,0.01,1.0,False,72.152,0.36,0.8,64,25,0.668,2.608,0.30800000000000005,-71.484
20250818_105146,mobilenet_v2,DEFAULT,64,32,224,2,4,fixed,True,adaround,20000,0.2,0.01,1.0,False,72.152,0.36,0.8,64,50,0.644,2.572,0.28400000000000003,-71.508
20250818_105146,mobilenet_v2,DEFAULT,64,32,224,2,4,fixed,True,adaround,20000,0.2,0.01,1.0,False,72.152,0.36,0.8,64,100,0.708,2.67,0.348,-71.444
